unix,low,high,open,close,volume,date,time,vol_fiat
1652832000,1.504e-05,1.655e-05,1.625e-05,1.508e-05,2015402,2022-05-18,2022-05-18,30.392262159999998
1652745600,1.538e-05,1.663e-05,1.539e-05,1.626e-05,1242792,2022-05-17,2022-05-17,20.20779792
1652659200,1.488e-05,1.635e-05,1.563e-05,1.541e-05,1218510,2022-05-16,2022-05-16,18.7772391
1652572800,1.498e-05,1.579e-05,1.542e-05,1.568e-05,522613,2022-05-15,2022-05-15,8.19457184
1652486400,1.457e-05,1.594e-05,1.515e-05,1.54e-05,1332454,2022-05-14,2022-05-14,20.5197916
1652400000,1.44e-05,1.645e-05,1.458e-05,1.513e-05,2033979,2022-05-13,2022-05-13,30.77410227
1652313600,1.344e-05,1.638e-05,1.559e-05,1.457e-05,3633045,2022-05-12,2022-05-12,52.933465649999995
1652227200,1.438e-05,1.923e-05,1.885e-05,1.554e-05,3609861,2022-05-11,2022-05-11,56.09723994
1652140800,1.834e-05,2.047e-05,1.908e-05,1.886e-05,3340368,2022-05-10,2022-05-10,62.999340479999994
1652054400,1.884e-05,2.232e-05,2.141e-05,1.91e-05,2502496,2022-05-09,2022-05-09,47.7976736
1651968000,2.06e-05,2.265e-05,2.115e-05,2.142e-05,2097577,2022-05-08,2022-05-08,44.930099340000005
1651881600,1.883e-05,2.175e-05,1.938e-05,2.114e-05,2602282,2022-05-07,2022-05-07,55.01224148
1651795200,1.733e-05,2.008e-05,1.735e-05,1.939e-05,3217516,2022-05-06,2022-05-06,62.387635239999994
1651708800,1.69e-05,1.839e-05,1.805e-05,1.736e-05,1414958,2022-05-05,2022-05-05,24.56367088
1651622400,1.681e-05,1.863e-05,1.777e-05,1.803e-05,2209657,2022-05-04,2022-05-04,39.84011571
1651536000,1.594e-05,1.925e-05,1.6e-05,1.779e-05,4026337,2022-05-03,2022-05-03,71.62853523
1651449600,1.508e-05,1.674e-05,1.563e-05,1.6e-05,860701,2022-05-02,2022-05-02,13.771215999999999
1651363200,1.505e-05,1.569e-05,1.51e-05,1.562e-05,501383,2022-05-01,2022-05-01,7.83160246
1651276800,1.43e-05,1.652e-05,1.652e-05,1.509e-05,774711,2022-04-30,2022-04-30,11.690388989999999
1651190400,1.622e-05,1.778e-05,1.759e-05,1.652e-05,468465,2022-04-29,2022-04-29,7.739041800000001
1651104000,1.686e-05,1.796e-05,1.71e-05,1.759e-05,1052816,2022-04-28,2022-04-28,18.519033439999998
1651017600,1.686e-05,1.738e-05,1.72e-05,1.711e-05,307171,2022-04-27,2022-04-27,5.25569581
1650931200,1.703e-05,1.799e-05,1.738e-05,1.722e-05,564326,2022-04-26,2022-04-26,9.717693720000002
1650844800,1.711e-05,1.777e-05,1.774e-05,1.738e-05,470158,2022-04-25,2022-04-25,8.17134604
1650758400,1.772e-05,1.8e-05,1.794e-05,1.775e-05,206618,2022-04-24,2022-04-24,3.6674695
1650672000,1.785e-05,1.822e-05,1.811e-05,1.792e-05,155957,2022-04-23,2022-04-23,2.7947494400000004
1650585600,1.776e-05,1.836e-05,1.779e-05,1.811e-05,451336,2022-04-22,2022-04-22,8.17369496
1650499200,1.762e-05,1.825e-05,1.794e-05,1.773e-05,325700,2022-04-21,2022-04-21,5.774661
1650412800,1.779e-05,1.837e-05,1.823e-05,1.792e-05,161889,2022-04-20,2022-04-20,2.90105088
1650326400,1.793e-05,1.842e-05,1.81e-05,1.826e-05,293386,2022-04-19,2022-04-19,5.357228360000001
1650240000,1.779e-05,1.843e-05,1.788e-05,1.806e-05,224253,2022-04-18,2022-04-18,4.05000918
1650153600,1.787e-05,1.843e-05,1.841e-05,1.79e-05,99277,2022-04-17,2022-04-17,1.7770583000000002
1650067200,1.818e-05,1.858e-05,1.818e-05,1.841e-05,137630,2022-04-16,2022-04-16,2.5337683
1649980800,1.803e-05,1.835e-05,1.823e-05,1.82e-05,84693,2022-04-15,2022-04-15,1.5414126
1649894400,1.79e-05,1.843e-05,1.809e-05,1.82e-05,498900,2022-04-14,2022-04-14,9.079979999999999
1649808000,1.794e-05,1.837e-05,1.812e-05,1.808e-05,258988,2022-04-13,2022-04-13,4.68250304
1649721600,1.745e-05,1.836e-05,1.755e-05,1.811e-05,553086,2022-04-12,2022-04-12,10.01638746
1649635200,1.707e-05,1.799e-05,1.779e-05,1.754e-05,488901,2022-04-11,2022-04-11,8.575323540000001
1649548800,1.777e-05,1.843e-05,1.843e-05,1.78e-05,183041,2022-04-10,2022-04-10,3.2581298
