unix,low,high,open,close,volume,date,time,vol_fiat
1626739200,0.0035,0.003676,0.003642,0.003526,26940.13,2021-07-20,2021-07-20,94.99089838
1626652800,0.00355,0.003748,0.003737,0.003644,18317.35,2021-07-19,2021-07-19,66.7484234
1626566400,0.003725,0.004012,0.003947,0.00374,22566.99,2021-07-18,2021-07-18,84.40054260000001
1626480000,0.003377,0.003945,0.003382,0.003945,39578.11,2021-07-17,2021-07-17,156.13564395
1626393600,0.003382,0.003522,0.003505,0.003384,22800.28,2021-07-16,2021-07-16,77.15614751999999
1626307200,0.00349,0.003647,0.003575,0.003497,21532.75,2021-07-15,2021-07-15,75.30002675
1626220800,0.00352,0.003689,0.003678,0.003575,32528.5,2021-07-14,2021-07-14,116.2893875
1626134400,0.003601,0.003767,0.003744,0.003667,23663.21,2021-07-13,2021-07-13,86.77299107
1626048000,0.003703,0.003824,0.003806,0.003755,18841.08,2021-07-12,2021-07-12,70.7482554
1625961600,0.003759,0.00391,0.003775,0.003807,11731.84,2021-07-11,2021-07-11,44.66311488
1625875200,0.00377,0.003949,0.003923,0.003781,8171.6,2021-07-10,2021-07-10,30.8968196
1625788800,0.003675,0.003973,0.003734,0.003917,18577.69,2021-07-09,2021-07-09,72.76881173
1625702400,0.003726,0.003807,0.00378,0.003731,18804.8,2021-07-08,2021-07-08,70.1607088
1625616000,0.003779,0.004071,0.003872,0.003779,23363.77,2021-07-07,2021-07-07,88.29168683
1625529600,0.003674,0.004085,0.003675,0.003868,51126.43,2021-07-06,2021-07-06,197.75703124
1625443200,0.003311,0.003708,0.003406,0.003669,20678.36,2021-07-05,2021-07-05,75.86890284
1625356800,0.003338,0.003482,0.003413,0.003412,11452.73,2021-07-04,2021-07-04,39.07671476
1625270400,0.00341,0.003451,0.003439,0.003417,8005.52,2021-07-03,2021-07-03,27.35486184
1625184000,0.003426,0.003529,0.003528,0.003444,14273.12,2021-07-02,2021-07-02,49.15662528
1625097600,0.003443,0.003568,0.003557,0.003526,21423.58,2021-07-01,2021-07-01,75.53954308
1625011200,0.00344,0.003683,0.003642,0.00357,16372.25,2021-06-30,2021-06-30,58.4489325
1624924800,0.003618,0.003774,0.003651,0.003648,15328.99,2021-06-29,2021-06-29,55.92015552
1624838400,0.003528,0.003651,0.003592,0.003646,17166.15,2021-06-28,2021-06-28,62.58778290000001
1624752000,0.003573,0.003765,0.003736,0.003612,9401.86,2021-06-27,2021-06-27,33.95951832
1624665600,0.003465,0.003757,0.003472,0.003731,33525.4,2021-06-26,2021-06-26,125.0832674
1624579200,0.003408,0.003571,0.003556,0.003486,48383.65,2021-06-25,2021-06-25,168.6654039
1624492800,0.003495,0.003612,0.003601,0.003556,23526.82,2021-06-24,2021-06-24,83.66137192000001
1624406400,0.003521,0.00371,0.003607,0.003597,16823.5,2021-06-23,2021-06-23,60.514129499999996
1624320000,0.00343,0.00387,0.00352,0.003625,102650.36,2021-06-22,2021-06-22,372.10755500000005
1624233600,0.003491,0.003772,0.003772,0.003517,74485.19,2021-06-21,2021-06-21,261.96441323000005
1624147200,0.003412,0.00392,0.003448,0.00375,37308.83,2021-06-20,2021-06-20,139.9081125
1624060800,0.003447,0.003525,0.003498,0.003448,16475.08,2021-06-19,2021-06-19,56.806075840000005
1623974400,0.003482,0.003928,0.003559,0.003499,51290.89,2021-06-18,2021-06-18,179.46682411
1623888000,0.003499,0.00371,0.003584,0.003562,39148.9,2021-06-17,2021-06-17,139.44838180000002
1623801600,0.003157,0.003599,0.003582,0.003582,44427.74,2021-06-16,2021-06-16,159.14016468
1623715200,0.003491,0.003664,0.003595,0.003581,40559.39,2021-06-15,2021-06-15,145.24317559
1623628800,0.003396,0.003648,0.003442,0.003592,54409.57,2021-06-14,2021-06-14,195.43917544
1623542400,0.003294,0.003512,0.003304,0.003444,18960.09,2021-06-13,2021-06-13,65.29854996
1623456000,0.003296,0.003624,0.003615,0.003303,42429.95,2021-06-12,2021-06-12,140.14612484999998
1623369600,0.003567,0.003845,0.003813,0.00362,19710.0,2021-06-11,2021-06-11,71.3502
1623283200,0.003784,0.00405,0.004038,0.003812,19419.64,2021-06-10,2021-06-10,74.02766768
1623196800,0.00389,0.004043,0.004021,0.004037,149400.81,2021-06-09,2021-06-09,603.13106997
1623110400,0.003909,0.004174,0.003961,0.004016,81640.75,2021-06-08,2021-06-08,327.86925199999996
1623024000,0.003953,0.004264,0.00424,0.003967,77851.76,2021-06-07,2021-06-07,308.83793191999996
1622937600,0.004234,0.004427,0.004408,0.004246,11753.41,2021-06-06,2021-06-06,49.90497886
1622851200,0.004261,0.004527,0.004421,0.004395,35312.48,2021-06-05,2021-06-05,155.1983496
1622764800,0.004392,0.004626,0.004619,0.0044,28774.6,2021-06-04,2021-06-04,126.60824
1622678400,0.004571,0.004744,0.004631,0.004623,27809.33,2021-06-03,2021-06-03,128.56253259000002
1622592000,0.004474,0.004692,0.004571,0.004635,54001.85,2021-06-02,2021-06-02,250.29857475
1622505600,0.00447,0.004635,0.004605,0.004574,48755.91,2021-06-01,2021-06-01,223.00953234000002
1622419200,0.004399,0.004729,0.004537,0.004614,69296.26,2021-05-31,2021-05-31,319.73294364
1622332800,0.00428,0.004579,0.004399,0.004527,101791.75,2021-05-30,2021-05-30,460.81125225
1622246400,0.00427,0.00453,0.004396,0.0044,108071.83,2021-05-29,2021-05-29,475.51605200000006
1622160000,0.004248,0.004545,0.004414,0.004393,75212.84,2021-05-28,2021-05-28,330.41000612
1622073600,0.004325,0.004645,0.004644,0.004422,53000.13,2021-05-27,2021-05-27,234.36657486
1621987200,0.004279,0.00483,0.004528,0.004649,142037.56,2021-05-26,2021-05-26,660.33261644
1621900800,0.004,0.00462,0.004531,0.004513,142584.95,2021-05-25,2021-05-25,643.48587935
1621814400,0.004279,0.004773,0.004285,0.004526,177866.56,2021-05-24,2021-05-24,805.02405056
