id,base_currency,quote_currency,base_min_size,base_max_size,quote_increment,base_increment,display_name,min_market_funds,max_market_funds,margin_enabled,fx_stablecoin,max_slippage_percentage,post_only,limit_only,cancel_only,trading_disabled,status_message,auction_mode
FIDA-USDT,FIDA,USDT,0.1,36000,0.01,0.01,FIDA/USDT,1,100000,False,False,0.03000000,False,False,False,False,,False
DASH-BTC,DASH,BTC,0.004,1600,0.000001,0.001,DASH/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
BCH-GBP,BCH,GBP,0.0015,1500,0.01,0.00000001,BCH/GBP,0.72,400000,False,False,0.03000000,False,False,False,False,,False
BAT-USDC,BAT,USDC,1,780000,0.000001,1,BAT/USDC,1,780000,False,False,0.03000000,False,False,False,False,,False
WBTC-BTC,WBTC,BTC,0.000016,45,0.0001,0.00000001,WBTC/BTC,0.0001,45,False,True,0.01000000,False,False,False,False,,False
UMA-EUR,UMA,EUR,0.062,27000,0.001,0.001,UMA/EUR,0.84,190000,False,False,0.03000000,False,False,False,False,,False
NU-EUR,NU,EUR,1,320000,0.0001,0.000001,NU/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
ARPA-EUR,ARPA,EUR,5.2,2400000,0.00001,0.1,ARPA/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
BAT-ETH,BAT,ETH,1,480000,0.0000001,1,BAT/ETH,0.00022,150,False,False,0.03000000,False,False,False,False,,False
RNDR-USD,RNDR,USD,0.1,110000,0.01,0.01,RNDR/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
BNT-GBP,BNT,GBP,0.22,66000,0.01,0.000001,BNT/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
ANKR-GBP,ANKR,GBP,7,2500000,0.00001,1,ANKR/GBP,0.72,160000,False,False,0.03000000,False,False,False,False,,False
CRPT-USD,CRPT,USD,1,2300000,0.0001,0.1,CRPT/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
RAD-GBP,RAD,GBP,0.07,27000,0.001,0.01,RAD/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
POWR-USDT,POWR,USDT,1.6,82000,0.0001,0.1,POWR/USDT,1,50000,False,False,0.03000000,False,False,False,False,,False
ORN-USD,ORN,USD,0.12,42000,0.001,0.01,ORN/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
RLC-USD,RLC,USD,0.22,140000,0.01,0.01,RLC/USD,1,360000,False,False,0.03000000,False,False,False,False,,False
MINA-USD,MINA,USD,0.1,160000,0.001,0.001,MINA/USD,1,250000,False,False,0.03000000,False,False,False,False,,False
COMP-BTC,COMP,BTC,0.002,1500,0.000001,0.001,COMP/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
CLV-USD,CLV,USD,0.78,550000,0.0001,0.01,CLV/USD,1,320000,False,False,0.03000000,False,False,False,False,,False
POWR-USD,POWR,USD,0.6,520000,0.0001,0.1,POWR/USD,1,310000,False,False,0.03000000,False,False,False,False,,False
DAI-USDC,DAI,USDC,0.99,1100000,0.0001,0.00001,DAI/USDC,1,1100000,False,True,0.01000000,False,False,False,False,,False
TRU-BTC,TRU,BTC,1.7,770000,0.0000001,0.1,TRU/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
LCX-USD,LCX,USD,2.8,2000000,0.0001,0.1,LCX/USD,1,260000,False,False,0.03000000,False,False,False,False,,False
BICO-USD,BICO,USD,0.1,160000,0.001,0.01,BICO/USD,1,520000,False,False,0.03000000,False,False,False,False,,False
ETC-GBP,ETC,GBP,0.018,7600,0.01,0.00000001,ETC/GBP,0.72,180000,False,False,0.03000000,False,False,False,False,"Our ETC order books are now in full-trading mode. Limit, market and stop orders are all now available.",False
AAVE-EUR,AAVE,EUR,0.003,2400,0.01,0.001,AAVE/EUR,0.84,470000,False,False,0.03000000,False,False,False,False,,False
QNT-USD,QNT,USD,0.003,6700,0.01,0.001,QNT/USD,1,1100000,False,False,0.03000000,False,False,False,False,,False
XYO-USDT,XYO,USDT,17,7400000,0.00001,0.1,XYO/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
LQTY-EUR,LQTY,EUR,0.1,28000,0.01,0.01,LQTY/EUR,1,100000,False,False,0.03000000,False,True,False,False,,False
AAVE-USD,AAVE,USD,0.003,8900,0.01,0.001,AAVE/USD,1,2000000,False,False,0.03000000,False,False,False,False,,False
BNT-USD,BNT,USD,0.22,67000,0.01,0.000001,BNT/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
XYO-BTC,XYO,BTC,17,7400000,0.00000001,0.1,XYO/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
TRAC-USD,TRAC,USD,0.5,210000,0.0001,0.1,TRAC/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
ALCX-USDT,ALCX,USDT,0.0025,770,0.01,0.0001,ALCX/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
NU-USD,NU,USD,1.1,870000,0.0001,0.000001,NU/USD,1,530000,False,False,0.03000000,False,False,False,False,,False
RBN-USD,RBN,USD,0.1,140000,0.01,0.01,RBN/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
BAND-EUR,BAND,EUR,0.11,38000,0.01,0.01,BAND/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
KRL-USDT,KRL,USDT,0.3,190000,0.0001,0.1,KRL/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
BTRST-USD,BTRST,USD,0.17,83000,0.001,0.01,BTRST/USD,1,220000,False,False,0.03000000,False,False,False,False,,False
GLM-USD,GLM,USD,1,680000,0.0001,0.1,GLM/USD,1,250000,False,False,0.03000000,False,True,False,False,,False
UNI-EUR,UNI,EUR,0.04,16000,0.01,0.001,UNI/EUR,0.84,220000,False,False,0.03000000,False,False,False,False,,False
BTRST-USDT,BTRST,USDT,0.17,76000,0.001,0.01,BTRST/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
MUSD-USD,MUSD,USD,0.99,330000,0.0001,0.01,MUSD/USD,1,330000,False,True,0.01000000,False,True,False,False,,False
NMR-EUR,NMR,EUR,0.022,7100,0.01,0.001,NMR/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
SOL-BTC,SOL,BTC,0.004,17000,0.000001,0.001,SOL/BTC,0.000016,55,False,False,0.03000000,False,False,False,False,,False
KRL-USD,KRL,USD,0.3,190000,0.0001,0.1,KRL/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
AVAX-USD,AVAX,USD,0.011,52000,0.01,0.001,AVAX/USD,1,4500000,False,False,0.03000000,False,False,False,False,,False
MASK-GBP,MASK,GBP,0.07,23000,0.001,0.01,MASK/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
YFI-USD,YFI,USD,0.000029,60,0.01,0.000001,YFI/USD,1,2000000,False,False,0.03000000,False,False,False,False,,False
VGX-USD,VGX,USD,0.23,120000,0.001,0.01,VGX/USD,1,270000,False,False,0.03000000,False,False,False,False,,False
SHPING-USD,SHPING,USD,10,130000000,0.000001,1,SHPING/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
SOL-GBP,SOL,GBP,0.004,7200,0.01,0.001,SOL/GBP,0.72,740000,False,False,0.03000000,False,False,False,False,,False
MCO2-USD,MCO2,USD,0.1,28000,0.01,0.01,MCO2/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
ROSE-USD,ROSE,USD,1,970000,0.0001,0.1,ROSE/USD,1,250000,False,False,0.03000000,False,False,False,False,,False
CHZ-GBP,CHZ,GBP,2,790000,0.0001,0.1,CHZ/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
POLY-USD,POLY,USD,1,1100000,0.0001,1,POLY/USD,1,500000,False,False,0.03000000,False,False,False,False,,False
MIR-USD,MIR,USD,0.31,340000,0.001,0.01,MIR/USD,1,550000,False,False,0.03000000,False,False,False,False,,False
FORTH-USD,FORTH,USD,0.063,28000,0.01,0.001,FORTH/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
CLV-USDT,CLV,USDT,0.79,350000,0.0001,0.01,CLV/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
CTSI-USD,CTSI,USD,1,950000,0.0001,0.1,CTSI/USD,1,590000,False,False,0.03000000,False,False,False,False,,False
AVAX-EUR,AVAX,EUR,0.01,9700,0.01,0.001,AVAX/EUR,0.84,740000,False,False,0.03000000,False,False,False,False,,False
ERN-USDT,ERN,USDT,0.01,19000,0.01,0.001,ERN/USDT,1,100000,False,False,0.03000000,False,True,False,False,,False
CTSI-BTC,CTSI,BTC,1,460000,0.0000001,0.1,CTSI/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
ASM-USDT,ASM,USDT,6,2700000,0.00001,1,ASM/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
AXS-USDT,AXS,USDT,0.007,2900,0.01,0.001,AXS/USDT,1,210000,False,False,0.03000000,False,False,False,False,,False
SHIB-EUR,SHIB,EUR,18000,21000000000,0.0000001,1,SHIB/EUR,0.84,520000,False,False,0.03000000,False,False,False,False,,False
DOGE-BTC,DOGE,BTC,3.8,5700000,0.00000001,0.1,DOGE/BTC,0.000016,24,False,False,0.03000000,False,False,False,False,,False
MINA-EUR,MINA,EUR,0.1,160000,0.001,0.001,MINA/EUR,1,250000,False,False,0.03000000,False,True,False,False,,False
CHZ-USDT,CHZ,USDT,2,820000,0.0001,0.1,CHZ/USDT,1,210000,False,False,0.03000000,False,False,False,False,,False
STX-USDT,STX,USDT,0.1,120000,0.01,0.01,STX/USDT,1,100000,False,False,0.03000000,False,True,False,False,,False
CRV-GBP,CRV,GBP,0.23,53000,0.01,0.01,CRV/GBP,0.72,180000,False,False,0.03000000,False,False,False,False,,False
ZEN-USDT,ZEN,USDT,0.01,1500,0.01,0.001,ZEN/USDT,1,140000,False,False,0.03000000,False,False,False,False,,False
USDC-EUR,USDC,EUR,0.97,2000000,0.0001,0.01,USDC/EUR,0.84,1700000,False,True,0.01000000,False,False,False,False,,False
WCFG-GBP,WCFG,GBP,0.56,240000,0.00001,0.01,WCFG/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
FORTH-GBP,FORTH,GBP,0.062,28000,0.001,0.001,FORTH/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
FIDA-EUR,FIDA,EUR,0.1,36000,0.01,0.01,FIDA/EUR,1,100000,False,False,0.03000000,False,False,False,False,,False
ATOM-GBP,ATOM,GBP,0.03,6000,0.01,0.001,ATOM/GBP,0.72,180000,False,False,0.03000000,False,False,False,False,,False
MLN-USD,MLN,USD,0.007,5600,0.01,0.001,MLN/USD,1,410000,False,False,0.03000000,False,False,False,False,,False
FORTH-EUR,FORTH,EUR,0.061,27000,0.01,0.001,FORTH/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
ADA-USDC,ADA,USDC,0.5,580000,0.001,0.01,ADA/USDC,1,800000,False,False,0.03000000,False,False,False,False,,False
AVT-USD,AVT,USD,0.1,87000,0.01,0.01,AVT/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
BOND-USD,BOND,USD,0.032,15000,0.01,0.001,BOND/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
DNT-USD,DNT,USD,3,1900000,0.0001,0.1,DNT/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
LRC-BTC,LRC,BTC,1,760000,0.00000001,1,LRC/BTC,0.000016,22,False,False,0.03000000,False,False,False,False,,False
KNC-USD,KNC,USD,0.5,190000,0.0001,0.1,KNC/USD,1,280000,False,False,0.03000000,False,False,False,False,,False
USDT-USDC,USDT,USDC,0.99,4500000,0.0001,0.01,USDT/USDC,1,4500000,False,True,0.01000000,False,False,False,False,,False
FARM-USD,FARM,USD,0.006,3100,0.01,0.001,FARM/USD,1,420000,False,False,0.03000000,False,False,False,False,,False
MATIC-GBP,MATIC,GBP,0.5,690000,0.0001,0.1,MATIC/GBP,0.72,1100000,False,False,0.03000000,False,False,False,False,,False
MKR-USD,MKR,USD,0.00033,420,0.01,0.000001,MKR/USD,1,870000,False,False,0.03000000,False,False,False,False,,False
JASMY-USD,JASMY,USD,5,11000000,0.00001,1,JASMY/USD,1,730000,False,False,0.03000000,False,False,False,False,,False
OXT-USD,OXT,USD,1,2000000,0.0001,1,OXT/USD,1,610000,False,False,0.03000000,False,False,False,False,,False
SUKU-EUR,SUKU,EUR,0.9,440000,0.0001,0.1,SUKU/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
REQ-USD,REQ,USD,4,1500000,0.0001,1,REQ/USD,1,440000,False,False,0.03000000,False,False,False,False,,False
RLY-GBP,RLY,GBP,1,660000,0.0001,1,RLY/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
ETH-DAI,ETH,DAI,0.0002,460,0.01,0.0001,ETH/DAI,1,1500000,False,False,0.03000000,False,False,False,False,,False
CRO-USDT,CRO,USDT,2.3,870000,0.0001,0.1,CRO/USDT,1,390000,False,False,0.03000000,False,False,False,False,,False
GRT-GBP,GRT,GBP,0.94,630000,0.0001,0.01,GRT/GBP,0.72,260000,False,False,0.03000000,False,False,False,False,,False
LQTY-USD,LQTY,USD,0.1,42000,0.01,0.01,LQTY/USD,1,230000,False,False,0.03000000,False,False,False,False,,False
NMR-BTC,NMR,BTC,0.023,7400,0.0000001,0.001,NMR/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
PERP-USDT,PERP,USDT,0.06,23000,0.01,0.001,PERP/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
SHIB-USDT,SHIB,USDT,18000,62000000000,0.0000001,1,SHIB/USDT,1,1800000,False,False,0.03000000,False,False,False,False,,False
FIL-BTC,FIL,BTC,0.016,21000,0.00000001,0.001,FIL/BTC,0.000016,15,False,False,0.03000000,False,False,False,False,,False
REQ-EUR,REQ,EUR,4,650000,0.00001,1,REQ/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
NCT-USD,NCT,USD,10,21000000,0.00001,1,NCT/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
KRL-EUR,KRL,EUR,0.3,180000,0.0001,0.1,KRL/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
XTZ-BTC,XTZ,BTC,0.16,190000,0.00000001,0.01,XTZ/BTC,0.000016,18,False,False,0.03000000,False,False,False,False,,False
UMA-GBP,UMA,GBP,0.062,25000,0.01,0.001,UMA/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
ETH-USD,ETH,USD,0.00022,12000,0.01,0.00000001,ETH/USD,1,20000000,False,False,0.02000000,False,False,False,False,,False
ENS-EUR,ENS,EUR,0.019,8100,0.01,0.001,ENS/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
WLUNA-EUR,WLUNA,EUR,0.02,1500000000,0.00000001,0.001,WLUNA/EUR,0.84,220000,False,False,0.10000000,False,True,False,False,,False
SKL-USD,SKL,USD,2.7,1600000,0.0001,0.1,SKL/USD,1,240000,False,False,0.03000000,False,False,False,False,,False
LINK-BTC,LINK,BTC,0.03,59000,0.00000001,0.01,LINK/BTC,0.000016,33,False,False,0.03000000,False,False,False,False,,False
IOTX-EUR,IOTX,EUR,4,210000,0.00001,1,IOTX/EUR,0.84,43000,False,False,0.03000000,False,True,False,False,,False
TRU-EUR,TRU,EUR,1.7,740000,0.0001,0.1,TRU/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
ADA-BTC,ADA,BTC,0.5,820000,0.00000001,0.01,ADA/BTC,0.000016,27,False,False,0.03000000,False,False,False,False,,False
HIGH-USD,HIGH,USD,0.1,59000,0.001,0.01,HIGH/USD,1,250000,False,False,0.03000000,False,False,False,False,,False
WCFG-EUR,WCFG,EUR,0.55,240000,0.0001,0.01,WCFG/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
SKL-BTC,SKL,BTC,2.7,1300000,0.00000001,0.1,SKL/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
ALICE-USD,ALICE,USD,0.01,33000,0.001,0.001,ALICE/USD,1,250000,False,False,0.03000000,False,False,False,False,,False
SUKU-USD,SUKU,USD,0.9,560000,0.0001,0.1,SUKU/USD,1,250000,False,False,0.03000000,False,False,False,False,,False
ORN-USDT,ORN,USDT,0.12,42000,0.001,0.01,ORN/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
MCO2-USDT,MCO2,USDT,0.1,29000,0.01,0.01,MCO2/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
ZEC-USD,ZEC,USD,0.0056,13000,0.01,0.00001,ZEC/USD,1,1700000,False,False,0.03000000,False,False,False,False,,False
MIR-GBP,MIR,GBP,0.3,130000,0.001,0.01,MIR/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
1INCH-GBP,1INCH,GBP,0.23,90000,0.001,0.01,1INCH/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
MDT-USDT,MDT,USDT,10,5000000,0.00001,1,MDT/USDT,1,100000,False,False,0.03000000,False,False,False,False,,False
SHIB-USD,SHIB,USD,18000,210000000000,0.00000001,1,SHIB/USD,1,5800000,False,False,0.03000000,False,False,False,False,,False
SOL-ETH,SOL,ETH,0.0043,4700,0.00001,0.0001,SOL/ETH,0.00022,210,False,False,0.03000000,False,False,False,False,,False
LCX-USDT,LCX,USDT,2.8,1600000,0.0001,0.1,LCX/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
REQ-USDT,REQ,USDT,4,720000,0.0001,1,REQ/USDT,1,220000,False,False,0.03000000,False,False,False,False,,False
ALGO-GBP,ALGO,GBP,1,540000,0.0001,1,ALGO/GBP,0.72,520000,False,False,0.03000000,False,False,False,False,,False
RNDR-USDT,RNDR,USDT,0.1,110000,0.01,0.01,RNDR/USDT,1,100000,False,False,0.03000000,False,False,False,False,,False
ATOM-USDT,ATOM,USDT,0.01,8700,0.01,0.001,ATOM/USDT,1,100000,False,False,0.03000000,False,False,False,False,,False
ICP-GBP,ICP,GBP,0.02,17000,0.01,0.0001,ICP/GBP,0.72,360000,False,False,0.03000000,False,False,False,False,,False
ETC-USD,ETC,USD,0.018,44000,0.01,0.00000001,ETC/USD,1,1400000,False,False,0.03000000,False,False,False,False,"Our ETC order books are now in full-trading mode. Limit, market and stop orders are all now available.",False
GRT-BTC,GRT,BTC,0.96,680000,0.00000001,0.01,GRT/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
NKN-GBP,NKN,GBP,1.7,720000,0.0001,0.1,NKN/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
ADA-ETH,ADA,ETH,0.5,660000,0.000001,0.01,ADA/ETH,0.00022,290,False,False,0.03000000,False,False,False,False,,False
ENJ-BTC,ENJ,BTC,0.32,190000,0.00000001,0.01,ENJ/BTC,0.000016,11,False,False,0.03000000,False,False,False,False,,False
ADA-GBP,ADA,GBP,0.49,640000,0.0001,0.01,ADA/GBP,0.72,650000,False,False,0.03000000,False,False,False,False,,False
RAD-EUR,RAD,EUR,0.07,26000,0.001,0.01,RAD/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
LTC-EUR,LTC,EUR,0.0042,8100,0.01,0.00000001,LTC/EUR,0.84,1000000,False,False,0.03000000,False,False,False,False,,False
QUICK-USD,QUICK,USD,0.0025,130,0.01,0.0001,QUICK/USD,1,50000,False,False,0.03000000,False,True,False,False,,False
VGX-EUR,VGX,EUR,0.24,83000,0.01,0.01,VGX/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
COVAL-USD,COVAL,USD,10,18000000,0.00001,1,COVAL/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
XYO-USD,XYO,USD,17,19000000,0.00001,0.1,XYO/USD,1,510000,False,False,0.03000000,False,False,False,False,,False
RNDR-EUR,RNDR,EUR,0.1,110000,0.01,0.01,RNDR/EUR,1,100000,False,False,0.03000000,False,True,False,False,,False
OGN-USD,OGN,USD,0.93,550000,0.001,0.01,OGN/USD,1,270000,False,False,0.03000000,False,False,False,False,,False
CTX-EUR,CTX,EUR,0.01,8900,0.01,0.001,CTX/EUR,1,100000,False,False,0.03000000,False,True,False,False,,False
BAL-USD,BAL,USD,0.04,18000,0.01,0.001,BAL/USD,1,280000,False,False,0.03000000,False,False,False,False,,False
GALA-USD,GALA,USD,3,6000000,0.0001,1,GALA/USD,1,1800000,False,False,0.03000000,False,False,False,False,,False
CLV-EUR,CLV,EUR,0.76,330000,0.00001,0.01,CLV/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
UST-USD,UST,USD,0.99,3800000,0.00001,0.01,UST/USD,1,3800000,False,True,0.01000000,False,True,False,False,,False
ETC-EUR,ETC,EUR,0.017,15000,0.01,0.00000001,ETC/EUR,0.84,400000,False,False,0.03000000,False,False,False,False,"Our ETC order books are now in full-trading mode. Limit, market and stop orders are all now available.",False
SHPING-EUR,SHPING,EUR,10,130000000,0.000001,1,SHPING/EUR,1,100000,False,False,0.03000000,False,False,False,False,,False
BAT-EUR,BAT,EUR,0.9,340000,0.001,0.01,BAT/EUR,0.84,300000,False,False,0.03000000,False,False,False,False,,False
ZEC-USDC,ZEC,USDC,0.0056,2000,0.01,0.00000001,ZEC/USDC,1,270000,False,False,0.03000000,False,False,False,False,,False
KEEP-USD,KEEP,USD,1.3,680000,0.0001,0.1,KEEP/USD,1,420000,False,False,0.03000000,False,False,False,False,,False
DDX-USDT,DDX,USDT,0.17,61000,0.001,0.01,DDX/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
CRO-EUR,CRO,EUR,2.1,650000,0.0001,0.1,CRO/EUR,0.84,260000,False,False,0.03000000,False,False,False,False,,False
ASM-USD,ASM,USD,6,6900000,0.00001,1,ASM/USD,1,520000,False,False,0.03000000,False,False,False,False,,False
ENS-USDT,ENS,USDT,0.021,8400,0.01,0.001,ENS/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
SUSHI-GBP,SUSHI,GBP,0.08,51000,0.01,0.01,SUSHI/GBP,0.72,240000,False,False,0.03000000,False,False,False,False,,False
DESO-EUR,DESO,EUR,0.01,2800,0.01,0.001,DESO/EUR,1,100000,False,False,0.03000000,False,True,False,False,,False
ETH-BTC,ETH,BTC,0.00022,3300,0.00001,0.00000001,ETH/BTC,0.00001,250,False,False,0.03000000,False,False,False,False,,False
NCT-USDT,NCT,USDT,10,21000000,0.00001,1,NCT/USDT,1,100000,False,False,0.03000000,False,False,False,False,,False
RLY-EUR,RLY,EUR,1,640000,0.0001,1,RLY/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
PAX-USDT,PAX,USDT,1,470000,0.0001,0.01,PAX/USDT,1,470000,False,True,0.01000000,False,False,False,False,,False
API3-USDT,API3,USDT,0.1,61000,0.001,0.01,API3/USDT,5,100000,False,False,0.03000000,False,True,False,False,,False
BTRST-GBP,BTRST,GBP,0.16,75000,0.001,0.01,BTRST/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
API3-USD,API3,USD,0.1,61000,0.001,0.01,API3/USD,5,100000,False,False,0.03000000,False,False,False,False,,False
ICP-EUR,ICP,EUR,0.02,25000,0.01,0.0001,ICP/EUR,0.84,620000,False,False,0.03000000,False,False,False,False,,False
POLS-USDT,POLS,USDT,0.1,93000,0.001,0.01,POLS/USDT,1,100000,False,False,0.03000000,False,False,False,False,,False
ATOM-EUR,ATOM,EUR,0.029,11000,0.01,0.001,ATOM/EUR,0.84,370000,False,False,0.03000000,False,False,False,False,,False
ICP-USD,ICP,USD,0.021,65000,0.01,0.0001,ICP/USD,1,1900000,False,False,0.03000000,False,False,False,False,,False
ARPA-USD,ARPA,USD,5.3,7200000,0.0001,0.1,ARPA/USD,1,580000,False,False,0.03000000,False,False,False,False,,False
NU-BTC,NU,BTC,1,340000,0.00000001,1,NU/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
OMG-EUR,OMG,EUR,0.1,83000,0.01,0.1,OMG/EUR,0.84,430000,False,False,0.03000000,False,False,False,False,,False
LTC-USD,LTC,USD,0.0043,28000,0.01,0.00000001,LTC/USD,1,3900000,False,False,0.03000000,False,False,False,False,,False
ERN-EUR,ERN,EUR,0.01,19000,0.01,0.001,ERN/EUR,1,100000,False,False,0.03000000,False,True,False,False,,False
XTZ-EUR,XTZ,EUR,0.16,200000,0.01,0.01,XTZ/EUR,0.84,690000,False,False,0.03000000,False,False,False,False,,False
ETC-BTC,ETC,BTC,0.018,13000,0.000001,0.00000001,ETC/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,"Our ETC order books are now in full-trading mode. Limit, market and stop orders are all now available.",False
OMG-BTC,OMG,BTC,0.1,55000,0.00000001,0.1,OMG/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
REP-USD,REP,USD,0.04,13000,0.01,0.000001,REP/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
SHIB-GBP,SHIB,GBP,18000,15000000000,0.0000001,1,SHIB/GBP,0.72,310000,False,False,0.03000000,False,False,False,False,,False
BAND-BTC,BAND,BTC,0.11,39000,0.00000001,0.01,BAND/BTC,0.000016,10,False,False,0.03000000,False,False,False,False,,False
XLM-EUR,XLM,EUR,2,3000000,0.000001,1,XLM/EUR,0.84,650000,False,False,0.03000000,False,False,False,False,,False
TRAC-USDT,TRAC,USDT,0.5,210000,0.0001,0.1,TRAC/USDT,1,200000,False,False,0.03000000,False,False,False,False,,False
SUSHI-USD,SUSHI,USD,0.09,340000,0.01,0.01,SUSHI/USD,1,2200000,False,False,0.03000000,False,False,False,False,,False
IMX-USDT,IMX,USDT,0.1,49000,0.01,0.01,IMX/USDT,1,100000,False,False,0.03000000,False,False,False,False,,False
GTC-USD,GTC,USD,0.11,36000,0.01,0.01,GTC/USD,1,390000,False,False,0.03000000,False,False,False,False,,False
STORJ-USD,STORJ,USD,0.57,520000,0.01,0.01,STORJ/USD,1,800000,False,False,0.03000000,False,False,False,False,,False
GALA-EUR,GALA,EUR,3,2400000,0.0001,1,GALA-EUR,0.84,610000,False,False,0.03000000,False,False,False,False,,False
USDT-GBP,USDT,GBP,0.97,1200000,0.0001,0.01,USDT/GBP,0.72,830000,False,True,0.01000000,False,False,False,False,,False
ETH-USDC,ETH,USDC,0.00022,1500,1,0.00000001,ETH/USDC,1,4700000,False,False,0.03000000,False,False,False,False,,False
LINK-EUR,LINK,EUR,0.03,76000,0.01,0.01,LINK/EUR,0.84,1600000,False,False,0.03000000,False,False,False,False,,False
ATOM-BTC,ATOM,BTC,0.1,27000,0.0000001,0.1,ATOM/BTC,0.000016,26,False,False,0.03000000,False,False,False,False,,False
APE-USDT,APE,USDT,0.05,63000,0.001,0.01,APE/USDT,1,250000,False,False,0.03000000,False,True,False,False,,False
ETH-GBP,ETH,GBP,0.00021,1400,0.01,0.00000001,ETH/GBP,0.72,3200000,False,False,0.03000000,False,False,False,False,,False
POLS-USD,POLS,USD,0.1,93000,0.01,0.01,POLS/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
UPI-USD,UPI,USD,10,8200000,0.00001,1,UPI/USD,1,100000,False,False,0.03000000,False,False,False,False,,False
GRT-EUR,GRT,EUR,0.94,810000,0.0001,0.01,GRT/EUR,0.84,390000,False,False,0.03000000,False,False,False,False,,False
CHZ-EUR,CHZ,EUR,2,770000,0.0001,0.1,CHZ/EUR,0.84,170000,False,False,0.03000000,False,False,False,False,,False
ENJ-USD,ENJ,USD,0.32,510000,0.001,0.01,ENJ/USD,1,1200000,False,False,0.03000000,False,False,False,False,,False
UNI-GBP,UNI,GBP,0.04,13000,0.01,0.001,UNI/GBP,0.72,150000,False,False,0.03000000,False,False,False,False,,False
BADGER-USD,BADGER,USD,0.032,15000,0.01,0.001,BADGER/USD,1,200000,False,False,0.03000000,False,False,False,False,,False
