unix,low,high,open,close,volume,date,vol_fiat
1652313600,22000.0,30423.57,24711.43,27899.13,78.152924157,2022-05-12,2180398.5909362836
1652227200,10350.43,30423.57,30423.57,22000.0,24.81842542,2022-05-11,546005.35924
1652140800,19781.33,30423.57,28465.46,30423.57,10.72787115,2022-05-10,326380.13888300554
1652054400,10877.11,30423.57,12997.59,29849.51,112.44050774,2022-05-09,3356294.0601902073
1651968000,12000.0,15024.63,15024.61,13004.03,5.56670561,2022-05-08,72389.6067536083
1651881600,14168.06,30377.61,28850.0,14889.96,4.76873252,2022-05-07,71006.2364734992
1651795200,14997.0,30377.61,29770.98,30377.61,73.21171111,2022-05-06,2223996.807532247
1651708800,13200.0,30285.69,16500.0,29740.73,136.58352255,2022-05-05,4062093.666608461
1651622400,16465.35,36318.4,32164.07,16635.55,345.31089881,2022-05-04,5744436.722698696
1651536000,25600.0,38422.0,29229.12,32228.52,6.81305694,2022-05-03,219574.74185192882
1651449600,23500.0,38000.0,35344.44,29229.12,11.12410929,2022-05-02,325147.9253305248
1651363200,30000.0,40000.0,37214.04,35344.44,973.23993983,2022-05-01,34398620.65892505
1651276800,35900.0,40000.0,36883.48,37291.19,54.81950712,2022-04-30,2044284.6557182728
1651190400,29375.99,42600.0,39331.8,37500.0,35.76729526,2022-04-29,1341273.57225
1651104000,13200.0,43300.0,13200.0,39331.8,93.39173328,2022-04-28,3673264.9750223043
1651017600,13200.0,39700.0,35488.9,13200.0,27.3114632,2022-04-27,360511.31424
1650931200,26666.0,44500.0,37850.15,35200.0,231.20476199,2022-04-26,8138407.622048
1650844800,28888.88,40300.0,39071.4,37774.61,73.78545927,2022-04-25,2787216.947595135
1650758400,33698.6,39480.01,33800.0,39076.94,2.10585997,2022-04-24,82290.5636960918
1650672000,30620.0,40100.0,39410.12,33800.0,1.41983502,2022-04-23,47990.423676
1650585600,19750.0,43300.0,30000.0,39309.15,147.13228495,2022-04-22,5783645.058942293
1650499200,29049.24,40000.0,39530.1,30000.0,21.97569831,2022-04-21,659270.9493
1650412800,29500.0,42740.4,38160.0,38896.0,65.46761775,2022-04-20,2546428.460004
