,close,date,high,low,open,time,unix,vol_fiat,volume
0,0.0004362,2022-05-16,0.0004816,0.0004257,0.0004396,2022-05-16,1652659200,1.9098702936,4378.428
1,0.0004367,2022-05-15,0.0004458,0.0004196,0.0004244,2022-05-15,1652572800,1.7630417464,4037.192
2,0.0004237,2022-05-14,0.0004476,0.00041,0.0004364,2022-05-14,1652486400,0.4399713511,1038.403
3,0.0004375,2022-05-13,0.0004549,0.0003943,0.0004019,2022-05-13,1652400000,0.99395625,2271.9
4,0.0004019,2022-05-12,0.0004931,0.0003942,0.0004767,2022-05-12,1652313600,3.6787651246,9153.434
5,0.0004785,2022-05-11,0.0006032,0.00044698,0.0005152,2022-05-11,1652227200,5.793648333,12107.938
6,0.000515,2022-05-10,0.0005439,0.0005085,0.0005322,2022-05-10,1652140800,1.403834895,2725.893
7,0.0005333,2022-05-09,0.0005654,0.0005274,0.0005616,2022-05-09,1652054400,2.5247957904,4734.288
8,0.0005616,2022-05-08,0.0005799,0.0005602,0.0005701,2022-05-08,1651968000,0.9024934464,1607.004
9,0.0005783,2022-05-07,0.0005783,0.0005584,0.0005636,2022-05-07,1651881600,1.8762775793,3244.471
10,0.0005652,2022-05-06,0.0006202,0.0005596,0.0006129,2022-05-06,1651795200,2.8998072072,5130.586
11,0.0006118,2022-05-05,0.0006198,0.0005991,0.0006073,2022-05-05,1651708800,0.9466210096,1547.272
12,0.0006067,2022-05-04,0.0006076,0.0005965,0.0006038,2022-05-04,1651622400,0.3727461661,614.383
13,0.0006073,2022-05-03,0.0006135,0.0006028,0.0006094,2022-05-03,1651536000,0.7253913069,1194.453
14,0.0006093,2022-05-02,0.0006181,0.0006015,0.0006137,2022-05-02,1651449600,0.4646107476,762.532
15,0.0006149,2022-05-01,0.0006244,0.00060852,0.0006218,2022-05-01,1651363200,0.7469983521,1214.829
16,0.0006227,2022-04-30,0.0007631,0.0006118,0.000616,2022-04-30,1651276800,9.7154407467,15602.121
17,0.0006157,2022-04-29,0.0006323,0.0006093,0.000631,2022-04-29,1651190400,0.7039710618999999,1143.367
18,0.000631,2022-04-28,0.0006445,0.0006258,0.00064,2022-04-28,1651104000,0.6667644490000001,1056.679
19,0.0006411,2022-04-27,0.0006669,0.0006401,0.0006659,2022-04-27,1651017600,0.5875412238,916.458
20,0.0006667,2022-04-26,0.0007028,0.0006562,0.0006881,2022-04-26,1650931200,1.5118082533,2267.599
21,0.0006876,2022-04-25,0.0008647,0.000633,0.0006354,2022-04-25,1650844800,30.7017965664,44650.664
22,0.0006363,2022-04-24,0.0006597,0.0006343,0.0006485,2022-04-24,1650758400,1.6519041567,2596.109
23,0.0006483,2022-04-23,0.0006583,0.0006417,0.0006532,2022-04-23,1650672000,0.7242217646999999,1117.109
24,0.0006527,2022-04-22,0.0006662,0.0006481,0.0006529,2022-04-22,1650585600,2.4824981083,3803.429
25,0.0006529,2022-04-21,0.0006639,0.0006309,0.000642,2022-04-21,1650499200,2.0550406182,3147.558
26,0.0006413,2022-04-20,0.0006629,0.0006398,0.0006455,2022-04-20,1650412800,1.4622088910000002,2280.07
27,0.0006463,2022-04-19,0.0006821,0.0006416,0.0006448,2022-04-19,1650326400,2.0036030319,3100.113
28,0.0006445,2022-04-18,0.0006691,0.0006375,0.000665,2022-04-18,1650240000,0.894242461,1387.498
29,0.000665,2022-04-17,0.0006739,0.000662,0.0006645,2022-04-17,1650153600,0.568398775,854.735
30,0.0006652,2022-04-16,0.00067,0.0006593,0.0006612,2022-04-16,1650067200,0.7049250788000001,1059.719
31,0.0006617,2022-04-15,0.0006792,0.0006562,0.0006666,2022-04-15,1649980800,1.1149439873,1684.969
32,0.0006667,2022-04-14,0.0006715,0.0006582,0.0006616,2022-04-14,1649894400,0.5062339771,759.313
33,0.0006627,2022-04-13,0.0006694,0.0006557,0.0006601,2022-04-13,1649808000,0.1497748389,226.007
34,0.0006596,2022-04-12,0.0006657,0.0006497,0.0006561,2022-04-12,1649721600,0.2449002455999999,371.286
35,0.0006552,2022-04-11,0.0006671,0.0006471,0.0006591,2022-04-11,1649635200,0.2391106535999999,364.943
36,0.0006596,2022-04-10,0.0006723,0.0006571,0.0006714,2022-04-10,1649548800,0.1863343615999999,282.496
37,0.0006711,2022-04-09,0.0006809,0.0006668,0.0006734,2022-04-09,1649462400,0.2170417931999999,323.412
38,0.0006712,2022-04-08,0.000676,0.0006603,0.0006718,2022-04-08,1649376000,0.2091465912,311.601
39,0.0006714,2022-04-07,0.0006734,0.000657,0.0006734,2022-04-07,1649289600,0.1533578309999999,228.415
40,0.0006734,2022-04-06,0.0006915,0.00065,0.000688,2022-04-06,1649203200,0.455965874,677.11
41,0.000688,2022-04-05,0.0007029,0.000665,0.0006745,2022-04-05,1649116800,0.758872256,1103.012
42,0.0006739,2022-04-04,0.0007028,0.0006706,0.0006768,2022-04-04,1649030400,0.4927644406999999,731.213
43,0.0006769,2022-04-03,0.0006769,0.0006628,0.0006714,2022-04-03,1648944000,0.3014052937,445.273
44,0.0006709,2022-04-02,0.0006944,0.0006659,0.0006915,2022-04-02,1648857600,0.2799363795,417.255
45,0.0006879,2022-04-01,0.0007151,0.0006801,0.0006874,2022-04-01,1648771200,1.0498998081,1526.239
46,0.0006872,2022-03-31,0.0006922,0.0006674,0.000675,2022-03-31,1648684800,0.8937317752,1300.541
47,0.0006734,2022-03-30,0.000691,0.0006682,0.0006899,2022-03-30,1648598400,0.4384951844,651.166
48,0.0006901,2022-03-29,0.0007114,0.000648,0.0006543,2022-03-29,1648512000,2.3702850898,3434.698
49,0.0006543,2022-03-28,0.0006685,0.0006536,0.0006672,2022-03-28,1648425600,0.6091362882000001,930.974
50,0.0006662,2022-03-27,0.0007001,0.00066297,0.0006871,2022-03-27,1648339200,0.570443743,856.265
51,0.0006864,2022-03-26,0.0007028,0.0006748,0.0006755,2022-03-26,1648252800,0.9768611424,1423.166
52,0.0006755,2022-03-25,0.0007515,0.0006724,0.0006768,2022-03-25,1648166400,2.0445270685,3026.687
53,0.0006768,2022-03-24,0.0006969,0.0006729,0.0006969,2022-03-24,1648080000,0.3173170032,468.849
54,0.0006976,2022-03-23,0.0007142,0.0006968,0.0007066,2022-03-23,1647993600,0.4660372608,668.058
55,0.0007044,2022-03-22,0.0007208,0.0006889,0.0007185,2022-03-22,1647907200,0.47430774,673.35
56,0.000719,2022-03-21,0.0007665,0.0007012,0.0007036,2022-03-21,1647820800,2.276681864,3166.456
57,0.0007046,2022-03-20,0.0007099,0.0006853,0.000689,2022-03-20,1647734400,0.6354914228,901.918
58,0.000689,2022-03-19,0.0006969,0.0006714,0.0006714,2022-03-19,1647648000,0.417644929,606.161
59,0.0006731,2022-03-18,0.000685,0.00066833,0.0006812,2022-03-18,1647561600,0.182450486,271.06
60,0.0006799,2022-03-17,0.0006938,0.0006799,0.0006861,2022-03-17,1647475200,0.4363856561999999,641.838
61,0.0006851,2022-03-16,0.0006973,0.00066833,0.0006902,2022-03-16,1647388800,0.5065923993,739.443
62,0.0006911,2022-03-15,0.0007014,0.0006862,0.00069,2022-03-15,1647302400,0.4452715834,644.294
63,0.0006904,2022-03-14,0.0007222,0.0006904,0.0007198,2022-03-14,1647216000,0.7785060864,1127.616
64,0.0007204,2022-03-13,0.0007215,0.000703,0.0007117,2022-03-13,1647129600,0.1465243171999999,203.393
65,0.0007125,2022-03-12,0.0007271,0.0007078,0.000718,2022-03-12,1647043200,0.406471275,570.486
66,0.0007177,2022-03-11,0.0007259,0.0007065,0.0007095,2022-03-11,1646956800,0.4718913385,657.505
67,0.0007111,2022-03-10,0.0007232,0.0006877,0.0006878,2022-03-10,1646870400,0.3737506045,525.595
68,0.0006871,2022-03-09,0.0007256,0.0006854,0.0007256,2022-03-09,1646784000,0.4493386644,653.964
69,0.0007264,2022-03-08,0.0007497,0.0007233,0.0007397,2022-03-08,1646697600,0.3313052287999999,456.092
70,0.0007402,2022-03-07,0.0007545,0.000728,0.00075,2022-03-07,1646611200,0.515356848,696.24
71,0.0007492,2022-03-06,0.0007594,0.0007414,0.0007525,2022-03-06,1646524800,0.3030094448,404.444
72,0.0007523,2022-03-05,0.0007665,0.00073,0.0007353,2022-03-05,1646438400,1.2372468737,1644.619
73,0.0007314,2022-03-04,0.0007414,0.0007066,0.0007073,2022-03-04,1646352000,0.582666153,796.645
74,0.0007073,2022-03-03,0.0007125,0.0006907,0.0006907,2022-03-03,1646265600,0.5296375568,748.816
75,0.0006918,2022-03-02,0.0007138,0.0006811,0.0006916,2022-03-02,1646179200,0.9306723138,1345.291
