,close,date,high,low,open,time,unix,vol_fiat,volume
0,4.711e-05,2022-05-16,5.097e-05,4.697e-05,5.076e-05,2022-05-16,1652659200,7.1276732772,151298.52
1,5.114e-05,2022-05-15,5.262e-05,4.941e-05,5.224e-05,2022-05-15,1652572800,2.205824177,43133.05
2,5.224e-05,2022-05-14,5.493e-05,4.891e-05,5.368e-05,2022-05-14,1652486400,3.9625194504,75852.21
3,5.38e-05,2022-05-13,5.668e-05,5.165e-05,5.275e-05,2022-05-13,1652400000,4.192621088,77929.76
4,5.273e-05,2022-05-12,5.894e-05,4.505e-05,5.413e-05,2022-05-12,1652313600,38.5450209685,730988.45
5,5.447e-05,2022-05-11,6.904e-05,4.771e-05,6.374e-05,2022-05-11,1652227200,30.577921401300003,561371.79
6,6.376e-05,2022-05-10,6.691e-05,6.116e-05,6.283e-05,2022-05-10,1652140800,5.9730074704,93679.54
7,6.248e-05,2022-05-09,6.908e-05,6.211e-05,6.779e-05,2022-05-09,1652054400,4.924583004,78818.55
8,6.763e-05,2022-05-08,6.85e-05,6.185e-05,6.357e-05,2022-05-08,1651968000,3.0780840917,45513.59
9,6.343e-05,2022-05-07,6.653e-05,6.278e-05,6.572e-05,2022-05-07,1651881600,2.8028435714,44187.98
10,6.574e-05,2022-05-06,6.733e-05,6.217e-05,6.413e-05,2022-05-06,1651795200,4.505672999800001,68537.77
11,6.421e-05,2022-05-05,6.799e-05,6.262e-05,6.67e-05,2022-05-05,1651708800,2.0462063961,31867.41
12,6.663e-05,2022-05-04,6.706e-05,6.225e-05,6.29e-05,2022-05-04,1651622400,1.4328241797,21504.19
13,6.275e-05,2022-05-03,6.386e-05,6.198e-05,6.339e-05,2022-05-03,1651536000,1.683573715,26829.86
14,6.333e-05,2022-05-02,6.552e-05,6.19e-05,6.412e-05,2022-05-02,1651449600,1.4366828478000002,22685.66
15,6.424e-05,2022-05-01,6.481e-05,6.092e-05,6.244e-05,2022-05-01,1651363200,3.4073756816,53041.34
16,6.238e-05,2022-04-30,6.883e-05,6.018e-05,6.76e-05,2022-04-30,1651276800,4.910866123799999,78725.01
17,6.755e-05,2022-04-29,7.101e-05,6.614e-05,7.037e-05,2022-04-29,1651190400,3.3356899275000003,49381.05
18,7.035e-05,2022-04-28,7.19e-05,6.939e-05,7.145e-05,2022-04-28,1651104000,1.705589319,24244.34
19,7.125e-05,2022-04-27,7.324e-05,7.027e-05,7.082e-05,2022-04-27,1651017600,4.396493362499999,61705.17
20,7.089e-05,2022-04-26,7.46e-05,6.985e-05,7.23e-05,2022-04-26,1650931200,3.2383069497,45680.73
21,7.236e-05,2022-04-25,7.399e-05,7.062e-05,7.364e-05,2022-04-25,1650844800,2.7840821148000003,38475.43
22,7.329e-05,2022-04-24,7.616e-05,7.264e-05,7.486e-05,2022-04-24,1650758400,0.9374970969,12791.61
23,7.47e-05,2022-04-23,7.657e-05,7.465e-05,7.624e-05,2022-04-23,1650672000,2.535122286,33937.38
24,7.625e-05,2022-04-22,7.77e-05,7.515e-05,7.598e-05,2022-04-22,1650585600,1.5123356375,19833.91
25,7.6e-05,2022-04-21,8.054e-05,7.493e-05,7.944e-05,2022-04-21,1650499200,2.0887558800000003,27483.63
26,7.919e-05,2022-04-20,8.018e-05,7.601e-05,7.706e-05,2022-04-20,1650412800,2.7310572060000005,34487.4
27,7.701e-05,2022-04-19,7.749e-05,7.561e-05,7.6e-05,2022-04-19,1650326400,2.8785275262,37378.62
28,7.599e-05,2022-04-18,7.77e-05,7.388e-05,7.592e-05,2022-04-18,1650240000,2.152219176,28322.4
29,7.592e-05,2022-04-17,7.908e-05,7.589e-05,7.825e-05,2022-04-17,1650153600,3.1704275512000004,41760.11
30,7.836e-05,2022-04-16,8.085e-05,7.733e-05,7.739e-05,2022-04-16,1650067200,2.7432966204,35008.89
31,7.749e-05,2022-04-15,7.865e-05,7.582e-05,7.827e-05,2022-04-15,1649980800,2.2309967673,28790.77
32,7.818e-05,2022-04-14,8.178e-05,7.771e-05,7.928e-05,2022-04-14,1649894400,2.9223582366,37379.87
33,7.926e-05,2022-04-13,8.094e-05,7.792e-05,7.966e-05,2022-04-13,1649808000,1.727570775,21796.25
34,8.008e-05,2022-04-12,8.11e-05,7.707e-05,7.926e-05,2022-04-12,1649721600,1.841687848,22998.1
35,7.936e-05,2022-04-11,8.172e-05,7.674e-05,8.172e-05,2022-04-11,1649635200,3.9920960768,50303.63
36,8.173e-05,2022-04-10,8.765e-05,8.133e-05,8.255e-05,2022-04-10,1649548800,2.4827293733,30377.21
37,8.234e-05,2022-04-09,8.361e-05,8.003e-05,8.277e-05,2022-04-09,1649462400,1.6927383094,20557.91
38,8.267e-05,2022-04-08,9.235e-05,8.217e-05,8.895e-05,2022-04-08,1649376000,6.8617803002,83002.06
39,8.88e-05,2022-04-07,9.04e-05,8.412e-05,8.671e-05,2022-04-07,1649289600,5.160183096,58110.17
40,8.68e-05,2022-04-06,0.00010094,8.58e-05,9.384e-05,2022-04-06,1649203200,9.072055636,104516.77
41,9.392e-05,2022-04-05,0.00011228,9.257e-05,0.00010479,2022-04-05,1649116800,40.8224444608,434651.24
42,0.0001048,2022-04-04,0.00010509,7.994e-05,8.248e-05,2022-04-04,1649030400,41.403724808,395073.71
