,close,date,high,low,open,time,unix,vol_fiat,volume
0,0.00366995,2022-05-16,0.0037121,0.00359187,0.00369709,2022-05-16,1652659200,56.3071987615,15342.77
1,0.00370494,2022-05-15,0.00372094,0.00347681,0.00353815,2022-05-15,1652572800,82.4811156018,22262.47
2,0.00352647,2022-05-14,0.00359074,0.00338893,0.00356001,2022-05-14,1652486400,72.5477045751,20572.33
3,0.00356383,2022-05-13,0.00360238,0.00332497,0.00335111,2022-05-13,1652400000,108.6011618028,30473.16
4,0.00334891,2022-05-12,0.00349923,0.00310042,0.00330323,2022-05-12,1652313600,184.1608140157,54991.27
5,0.00332062,2022-05-11,0.00370582,0.00323121,0.0036612,2022-05-11,1652227200,248.9128782512,74959.76
6,0.00367156,2022-05-10,0.00380335,0.00358866,0.00364127,2022-05-10,1652140800,67.25809602519999,18318.67
7,0.00364083,2022-05-09,0.00401515,0.00359981,0.00398421,2022-05-09,1652054400,93.9502346346,25804.62
8,0.0039814,2022-05-08,0.00402937,0.00386529,0.00388991,2022-05-08,1651968000,31.288508738000004,7858.67
9,0.00388299,2022-05-07,0.00403221,0.00386173,0.00400416,2022-05-07,1651881600,45.1954796565,11639.35
10,0.00399185,2022-05-06,0.0041199,0.00393731,0.00397421,2022-05-06,1651795200,87.4593178195,21909.47
11,0.00396963,2022-05-05,0.00416209,0.00393223,0.0041551,2022-05-05,1651708800,30.733907563800003,7742.26
12,0.0041533,2022-05-04,0.0041533,0.0039312,0.00400475,2022-05-04,1651622400,104.065749328,25056.16
13,0.0040039,2022-05-03,0.00404105,0.00388714,0.00389922,2022-05-03,1651536000,47.080698969,11758.71
14,0.00390086,2022-05-02,0.00401928,0.00387347,0.00399988,2022-05-02,1651449600,29.0275475352,7441.32
15,0.00399874,2022-05-01,0.00407538,0.00395342,0.00401517,2022-05-01,1651363200,51.3856484204,12850.46
16,0.00402261,2022-04-30,0.0043167,0.00391665,0.00425999,2022-04-30,1651276800,47.5691331984,11825.44
17,0.00425194,2022-04-29,0.00433263,0.0042325,0.00431888,2022-04-29,1651190400,48.820519963600006,11481.94
18,0.00431266,2022-04-28,0.00441583,0.0042814,0.00440522,2022-04-28,1651104000,44.3661447372,10287.42
19,0.00441608,2022-04-27,0.00444214,0.00433289,0.00440073,2022-04-27,1651017600,27.162071577600003,6150.72
20,0.00440534,2022-04-26,0.00446589,0.00437818,0.00444548,2022-04-26,1650931200,32.9696086134,7484.01
21,0.00445015,2022-04-25,0.00457456,0.00443002,0.00454004,2022-04-25,1650844800,46.408656284,10428.56
22,0.00454377,2022-04-24,0.00461,0.00452499,0.00455366,2022-04-24,1650758400,59.9843979042,13201.46
23,0.00454844,2022-04-23,0.00460324,0.00451538,0.0046,2022-04-23,1650672000,15.392603226,3384.15
24,0.00459676,2022-04-22,0.00464307,0.00454693,0.00455807,2022-04-22,1650585600,32.0037463424,6962.24
25,0.0045478,2022-04-21,0.00471503,0.0045006,0.00457086,2022-04-21,1650499200,119.28461002400002,26229.08
26,0.00456918,2022-04-20,0.00464307,0.00449817,0.00459576,2022-04-20,1650412800,43.2261790884,9460.38
27,0.00458925,2022-04-19,0.00464701,0.00452586,0.00459462,2022-04-19,1650326400,27.61278297,6016.84
28,0.00459616,2022-04-18,0.00461949,0.00453427,0.0045948,2022-04-18,1650240000,120.6118791808,26241.88
29,0.00459144,2022-04-17,0.00479328,0.00457446,0.00462692,2022-04-17,1650153600,32.7226878216,7126.89
30,0.00462692,2022-04-16,0.00468491,0.00457412,0.00463697,2022-04-16,1650067200,36.0527755632,7791.96
31,0.00463696,2022-04-15,0.00468454,0.00451771,0.00451771,2022-04-15,1649980800,70.8373077232,15276.67
32,0.00451407,2022-04-14,0.00457456,0.00443557,0.00453597,2022-04-14,1649894400,41.2822986675,9145.25
33,0.0045438,2022-04-13,0.00461323,0.00449585,0.00460681,2022-04-13,1649808000,58.56712834799999,12889.46
34,0.00461165,2022-04-12,0.00466892,0.00457611,0.00461994,2022-04-12,1649721600,46.5590800505,10095.97
35,0.00462261,2022-04-11,0.004759,0.00457515,0.00475787,2022-04-11,1649635200,90.6437887419,19608.79
36,0.00475384,2022-04-10,0.00483769,0.00470002,0.00472914,2022-04-10,1649548800,42.1504928208,8866.62
37,0.00472945,2022-04-09,0.00480601,0.00471481,0.00474571,2022-04-09,1649462400,40.041983014,8466.52
38,0.00474264,2022-04-08,0.00488812,0.00472821,0.00488346,2022-04-08,1649376000,28.7581833,6063.75
39,0.00487467,2022-04-07,0.00489388,0.00480196,0.00488044,2022-04-07,1649289600,24.345759367800003,4994.34
40,0.00487411,2022-04-06,0.00496016,0.00480889,0.00492027,2022-04-06,1649203200,74.2701772059,15237.69
41,0.00491725,2022-04-05,0.0050183,0.004877,0.00497416,2022-04-05,1649116800,58.056298885,11806.66
42,0.0049739,2022-04-04,0.00513354,0.00490803,0.00513098,2022-04-04,1649030400,158.31351701499997,31828.85
43,0.0051326,2022-04-03,0.00523214,0.00501993,0.0050561,2022-04-03,1648944000,92.726629446,18066.21
44,0.00505084,2022-04-02,0.00508957,0.00495829,0.00502303,2022-04-02,1648857600,94.0527523164,18621.21
45,0.0050238,2022-04-01,0.00517542,0.00495315,0.0051634,2022-04-01,1648771200,68.108108742,13557.09
46,0.00515976,2022-03-31,0.00528173,0.0050772,0.00508508,2022-03-31,1648684800,104.88631134,20327.75
47,0.00508429,2022-03-30,0.0051375,0.00495471,0.00498873,2022-03-30,1648598400,74.1453196138,14583.22
48,0.00499347,2022-03-29,0.00505705,0.00492878,0.00495979,2022-03-29,1648512000,82.1589101469,16453.27
49,0.00494549,2022-03-28,0.00515725,0.00493263,0.0051375,2022-03-28,1648425600,56.9822819643,11522.07
50,0.00513438,2022-03-27,0.00514699,0.00499769,0.00504221,2022-03-27,1648339200,81.8104921068,15933.86
51,0.00503294,2022-03-26,0.00508738,0.00499397,0.00503409,2022-03-26,1648252800,42.5416299616,8452.64
52,0.00503055,2022-03-25,0.00519571,0.0049879,0.00518956,2022-03-25,1648166400,87.10437569400001,17315.08
53,0.00519064,2022-03-24,0.00533511,0.0051671,0.00520354,2022-03-24,1648080000,106.4440911352,20506.93
54,0.00522561,2022-03-23,0.00528582,0.00514634,0.005209,2022-03-23,1647993600,70.2955850493,13452.13
55,0.00520715,2022-03-22,0.0052469,0.00514262,0.00518429,2022-03-22,1647907200,113.395168263,21776.82
56,0.00518691,2022-03-21,0.00521636,0.00504577,0.00508674,2022-03-21,1647820800,61.62536649540001,11880.94
57,0.00508306,2022-03-20,0.00515859,0.00506135,0.00509026,2022-03-20,1647734400,40.354362509400005,7938.99
58,0.0050842,2022-03-19,0.00518034,0.00504713,0.00510966,2022-03-19,1647648000,74.094537858,14573.49
59,0.00511023,2022-03-18,0.00528353,0.00505748,0.00513066,2022-03-18,1647561600,114.6348767589,22432.43
60,0.00511522,2022-03-17,0.00536233,0.00511172,0.00529338,2022-03-17,1647475200,154.34669943219998,30174.01
61,0.00528767,2022-03-16,0.00532426,0.0051605,0.00523018,2022-03-16,1647388800,235.8027976228,44594.84
