,close,date,high,low,open,time,unix,vol_fiat,volume
0,0.0001945,2022-05-16,0.0002014,0.0001922,0.0002014,2022-05-16,1652659200,13.249729,68122
1,0.0001987,2022-05-15,0.000205,0.0001902,0.0002029,2022-05-15,1652572800,7.9172015,39845
2,0.000204,2022-05-14,0.0002041,0.0001884,0.0001918,2022-05-14,1652486400,21.642768,106092
3,0.000192,2022-05-13,0.0002011,0.000181,0.0001832,2022-05-13,1652400000,13.565568,70654
4,0.0001833,2022-05-12,0.00019,0.000167,0.000179,2022-05-12,1652313600,17.281524,94280
5,0.0001806,2022-05-11,0.0002042,0.0001698,0.0002005,2022-05-11,1652227200,69.4240848,384408
6,0.0002002,2022-05-10,0.0002087,0.0001947,0.0001987,2022-05-10,1652140800,30.6952646,153323
7,0.0001987,2022-05-09,0.00022,0.0001968,0.0002184,2022-05-09,1652054400,18.5951408,93584
8,0.0002177,2022-05-08,0.0002191,0.0002078,0.00021,2022-05-08,1651968000,4.5993479,21127
9,0.0002106,2022-05-07,0.0002162,0.0002078,0.000213,2022-05-07,1651881600,19.5550524,92854
10,0.0002142,2022-05-06,0.000217,0.0002092,0.0002125,2022-05-06,1651795200,12.2239656,57068
11,0.0002126,2022-05-05,0.0002245,0.0002096,0.0002235,2022-05-05,1651708800,9.0750436,42686
12,0.0002224,2022-05-04,0.000225,0.0002072,0.0002076,2022-05-04,1651622400,10.3578352,46573
13,0.0002088,2022-05-03,0.0002136,0.0002032,0.000204,2022-05-03,1651536000,4.3275888,20726
14,0.0002046,2022-05-02,0.0002151,0.0002036,0.0002151,2022-05-02,1651449600,4.748152200000001,23207
15,0.0002134,2022-05-01,0.000217,0.0002077,0.0002077,2022-05-01,1651363200,9.5319378,44667
16,0.0002074,2022-04-30,0.0002335,0.00020274,0.0002227,2022-04-30,1651276800,32.7156908,157742
17,0.0002222,2022-04-29,0.0002253,0.00022087,0.0002242,2022-04-29,1651190400,6.5611216,29528
18,0.0002243,2022-04-28,0.0002307,0.0002229,0.0002301,2022-04-28,1651104000,20.1710747,89929
19,0.00023,2022-04-27,0.0002347,0.0002294,0.000233,2022-04-27,1651017600,4.66394,20278
20,0.0002333,2022-04-26,0.000241,0.0002313,0.000241,2022-04-26,1650931200,99.6582944,427168
21,0.0002407,2022-04-25,0.0002489,0.0002375,0.0002476,2022-04-25,1650844800,9.4542146,39278
22,0.0002481,2022-04-24,0.0002545,0.0002442,0.0002525,2022-04-24,1650758400,37.0629147,149387
23,0.0002524,2022-04-23,0.0002536,0.0002452,0.0002481,2022-04-23,1650672000,39.1116516,154959
24,0.0002489,2022-04-22,0.0002613,0.0002483,0.0002512,2022-04-22,1650585600,16.9085237,67933
25,0.0002518,2022-04-21,0.0002624,0.0002452,0.0002474,2022-04-21,1650499200,53.959481,214295
26,0.0002468,2022-04-20,0.00025,0.0002402,0.0002487,2022-04-20,1650412800,14.6016752,59164
27,0.0002499,2022-04-19,0.00025,0.0002439,0.0002489,2022-04-19,1650326400,12.5972091,50409
28,0.0002491,2022-04-18,0.0002566,0.0002396,0.0002427,2022-04-18,1650240000,21.3735273,85803
29,0.000242,2022-04-17,0.0002551,0.0002404,0.0002511,2022-04-17,1650153600,18.053442,74601
30,0.0002514,2022-04-16,0.000259,0.0002384,0.0002384,2022-04-16,1650067200,35.549217,141405
31,0.0002387,2022-04-15,0.0002427,0.0002371,0.0002399,2022-04-15,1649980800,15.5348347,65081
32,0.0002397,2022-04-14,0.0002443,0.0002334,0.0002381,2022-04-14,1649894400,30.8107983,128539
33,0.0002384,2022-04-13,0.0002384,0.0002341,0.0002371,2022-04-13,1649808000,8.710182399999999,36536
34,0.0002375,2022-04-12,0.0002389,0.00023,0.0002311,2022-04-12,1649721600,9.4128375,39633
35,0.0002309,2022-04-11,0.0002332,0.0002257,0.0002314,2022-04-11,1649635200,30.841313,133570
36,0.0002316,2022-04-10,0.0002376,0.0002303,0.0002362,2022-04-10,1649548800,12.2954124,53089
37,0.0002365,2022-04-09,0.000241,0.0002316,0.0002321,2022-04-09,1649462400,14.078372,59528
38,0.0002319,2022-04-08,0.0002471,0.0002304,0.0002447,2022-04-08,1649376000,12.3018312,53048
39,0.0002445,2022-04-07,0.0002458,0.0002362,0.0002385,2022-04-07,1649289600,17.220135,70430
40,0.000238,2022-04-06,0.0002488,0.0002368,0.0002479,2022-04-06,1649203200,37.149658,156091
41,0.0002476,2022-04-05,0.0002543,0.0002459,0.000254,2022-04-05,1649116800,19.5886264,79114
42,0.0002538,2022-04-04,0.0002674,0.0002494,0.0002663,2022-04-04,1649030400,7.641156599999999,30107
43,0.0002671,2022-04-03,0.0002823,0.0002654,0.0002675,2022-04-03,1648944000,26.9939273,101063
44,0.000267,2022-04-02,0.0002757,0.0002563,0.0002603,2022-04-02,1648857600,30.12561,112830
45,0.0002596,2022-04-01,0.0002665,0.0002557,0.000265,2022-04-01,1648771200,11.1775972,43057
46,0.0002649,2022-03-31,0.0002747,0.0002598,0.0002659,2022-03-31,1648684800,26.0799348,98452
47,0.0002651,2022-03-30,0.0002686,0.0002562,0.0002622,2022-03-30,1648598400,15.6902086,59186
48,0.0002629,2022-03-29,0.0002664,0.0002563,0.0002614,2022-03-29,1648512000,21.0178034,79946
49,0.0002617,2022-03-28,0.0002802,0.0002597,0.0002739,2022-03-28,1648425600,28.707443200000004,109696
50,0.0002738,2022-03-27,0.0002891,0.0002712,0.0002725,2022-03-27,1648339200,23.771316,86820
51,0.0002725,2022-03-26,0.0002739,0.0002671,0.000269,2022-03-26,1648252800,13.34923,48988
52,0.0002688,2022-03-25,0.0002793,0.0002662,0.0002753,2022-03-25,1648166400,27.4665216,102182
53,0.0002755,2022-03-24,0.0002812,0.0002715,0.0002753,2022-03-24,1648080000,44.7629645,162479
54,0.000275,2022-03-23,0.0002874,0.0002722,0.0002727,2022-03-23,1647993600,89.60215000000001,325826
55,0.0002728,2022-03-22,0.0002813,0.0002717,0.0002813,2022-03-22,1647907200,41.5749928,152401
56,0.0002815,2022-03-21,0.0002897,0.0002752,0.0002897,2022-03-21,1647820800,21.428343,76122
57,0.0002875,2022-03-20,0.0002913,0.000281,0.0002864,2022-03-20,1647734400,23.131675,80458
58,0.0002854,2022-03-19,0.0002994,0.0002832,0.0002867,2022-03-19,1647648000,34.9769116,122554
59,0.0002866,2022-03-18,0.000306,0.000281,0.0003051,2022-03-18,1647561600,22.5875192,78812
